Sr.No.,ORGANIZATION NAME,LINK
11,Cheif Engineer Kanpur Zone PWD Kanpur,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwAKACLfwnRCRPL0A1nr%2B%2Bw%3D%3D
12,Cheif Engineer Meerut Zone PWD Meerut,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SdLt4JFvssNy2rEMNH997Rw%3D%3D
13,Chief Engineer Agra Zone PWD Agra UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SYe4m3NrWqJk%2BzEHVbe%2FBYw%3D%3D
14,Chief Engineer Aligarh Zone PWD Aligarh,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SL%2BGFP6N87XzSJSWs%2FOCsk9S0Fec7wUuNy1YFXyqSerE%3D
15,Chief Engineer (Building Cell) UPPWD,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SDoMbRSF0l5%2F%2BNIwMBK6qq9S0Fec7wUuNy1YFXyqSerE%3D
16,Chief Engineer Devipatan (Gonda) Zone PWD Gonda,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SWqIcRV7Ni%2B2a61a7riwzPNS0Fec7wUuNy1YFXyqSerE%3D
17,Chief Engineer Gorakhpur Zone PWD Gorakhpur UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3%2B7jRA5ZsktDdnsLwR9zSg%3D%3D
18,Chief Engineer Jhansi Zone PWD Jhansi UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S5HMZsbeaXJqzFp1XU4NftQ%3D%3D
19,Chief Engineer Moradabad Zone PWD Moradabad UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJsCckZR%2BbE14N9fpk6Vibg%3D%3D
20,"Chief Engineer PWD Azamgarh Zone,Azamgarh",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SM%2Fbr9ae%2FkkS4nUTpzjfVAQ%3D%3D
21,"Chief Engineer PWD Central Zone,Lucknow",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4fOW%2By4lfko37f6uDHrBBw%3D%3D
22,Chief Engineer PWD Faizabad Zone,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sah2zYAQ5M9H4B0r42Ywf6w%3D%3D
23,Chief Engineer PWD Varanasi Zone,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SKGh6Dj7aUAWcvfYTA4sH4Q%3D%3D
24,Commissioner Rural Development UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sgu0eIReUr3gUABkvkJ6pgNS0Fec7wUuNy1YFXyqSerE%3D
25,Construction and Design Services  UP Jal Nigam,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRebWmmzKEyWMEGexNc4mntS0Fec7wUuNy1YFXyqSerE%3D
26,Dakshinanchal Vidyut Vitran Nigam Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SS3m6CVyUri4FwP0A00FTOg%3D%3D
27,Department of Food and Civil Supplies,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPv9ocG08bS43U4itO7HIntS0Fec7wUuNy1YFXyqSerE%3D
28,Department of MSME And Export Promotion,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPoF%2BRBuR9b1XnPShaRCxVtS0Fec7wUuNy1YFXyqSerE%3D
29,"Directorate of Geology and Mining, Lucknow",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=STlvStUgmaCvUv2AUt6ri4w%3D%3D
30,Directorate of Local Bodies UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SDi1gJjwch%2FJ81C5pLcEgVtS0Fec7wUuNy1YFXyqSerE%3D
31,Directorate of Tourism,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNJ%2BgDUHWvqX%2Brw8Zo30aQw%3D%3D
32,Director Cum Chief Engineer RED,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SuQDt5FaBlMcwo9nIX%2BLXWA%3D%3D
33,Director General Medical Education and Training HQ,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4%2FfOHX6O1ZVjdXmupL7Q2NS0Fec7wUuNy1YFXyqSerE%3D
34,Director General Medical Health,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sz1%2B%2FnVTJJApzJTm7RlYaU9S0Fec7wUuNy1YFXyqSerE%3D
35,Director General of U.P. Police,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SZMa3XWodjQ43jQpFwLO2StS0Fec7wUuNy1YFXyqSerE%3D
36,Dr. Ram Manohar Lohia Institute of Medical Sciences,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJkyqYn3WXL5agLZApowbdNS0Fec7wUuNy1YFXyqSerE%3D
37,Gautam Buddha University,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SD4UVYOfBg8L2fLNOnn96VtS0Fec7wUuNy1YFXyqSerE%3D
38,Greater Noida Industrial Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SDRJrn9Uk4%2BNbVN5Z%2B22JUA%3D%3D
39,Greater Sharda Sahayak Command Area Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRf4gtTtVfSwhW11q%2FCIp4tS0Fec7wUuNy1YFXyqSerE%3D
40,Jhansi Development Authority Jhansi,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sho0uDNdZjx%2BFNNw1ioe42dS0Fec7wUuNy1YFXyqSerE%3D
41,Judicial Training and Research Institute U.P.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SK5rdNfUwhyQUMmFghKeYmNS0Fec7wUuNy1YFXyqSerE%3D
42,Kanpur Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SCywdk1FJJR%2Bf8aupTpAPc9S0Fec7wUuNy1YFXyqSerE%3D
43,Kanpur Electricity Supply Company Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2FsMH4kYcF9qtCNFv78rU9dS0Fec7wUuNy1YFXyqSerE%3D
44,"Kanpur Municipal Corporation, Kanpur, UP",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkzhmvtV0s6%2BK1fjGtzn0vQ%3D%3D
45,King George Medical University,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S9nWAOBAD2MB2mhgCDg9jAQ%3D%3D
46,Kisan Sahkari Chini Mills Ltd. Nanauta,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SbFtG1dOxj5VJbx0uDFM1JtS0Fec7wUuNy1YFXyqSerE%3D
47,Kisan Sahkari Chini Mills Ltd. Sampurnanagar Kheri,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sv%2FdI0%2FqYH%2FJ3hstBFYa10tS0Fec7wUuNy1YFXyqSerE%3D
48,Kisan Sahkari Chini Mills Ltd. Sultanpur,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiF0W4P%2Fb%2Fmz8XhFBqRHayNS0Fec7wUuNy1YFXyqSerE%3D
49,Madhyanchal Vidyut Vitran Nigam Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sp8kbpWL9AOYjOXdZLA%2BMYw%3D%3D
50,Narendra Deva University of Agriculture and Technology,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SH%2BJJ%2FXPjy9RjqDGKEqJsE9S0Fec7wUuNy1YFXyqSerE%3D
51,National Agricultural Cooperative Marketing Federation of India Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7fglNuHT7n0Hh28wQ%2BF4RtS0Fec7wUuNy1YFXyqSerE%3D
52,New Okla Industrial Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SrpA2GXqCvlOH1dstDS3Idw%3D%3D
53,Noida Metro Rail Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SjDK8acTowXeRTtkAtcHmbg%3D%3D
54,Panchayati Raj Department,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sc%2FSF9cWRvZ0lYvYSV6hYVtS0Fec7wUuNy1YFXyqSerE%3D
55,Paschimanchal Vidyut Vitran Nigam Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJa4Ru2G8JZoRRYfmzk90CA%3D%3D
56,PCDF,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SnGKBGZPC0YWw0b2oBPGIdg%3D%3D
57,Provincial Co-Operative Construction and Development Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2FdXJbzVML%2BnmXGHsAPTA69S0Fec7wUuNy1YFXyqSerE%3D
58,Purvanchal Vidyut Vitran Nigam Limited  Varanasi,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SUAznQ9mBhx5GCYHtFRRm8g%3D%3D
59,"Rajya Krishi Utpadan Mandi Parishad,UP",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkLREfAFDUkHt1MJn9udxsQ%3D%3D
60,Ramala Sahkari Chini Mills Ltd. Ramala (Baghpat),https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJTr4kCzDFrd4IzdJd1imyNS0Fec7wUuNy1YFXyqSerE%3D
61,Sarjoo Sahkari Chini Mills Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwwNwnkHC63IAe8zJ%2BO%2BKNtS0Fec7wUuNy1YFXyqSerE%3D
62,Shreetron India Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=ScUt5ocHB38Nhwfnjddz8AQ%3D%3D
63,Shri Kashi Vishwanath Special Area Development Board,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=StJUd9XiSyieptO7CEExwYNS0Fec7wUuNy1YFXyqSerE%3D
64,Siddharth University Kapilvastu Siddharthnagar,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SzVE%2FUekzHqWmIXq3j5h%2F%2F9S0Fec7wUuNy1YFXyqSerE%3D
65,State Urban Development Agency,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwltxQKg7nlun3e%2Bcx3fBKtS0Fec7wUuNy1YFXyqSerE%3D
66,State Water And Sanitation Mission,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sc4hismch%2BCmoyMP5Wjkgk9S0Fec7wUuNy1YFXyqSerE%3D
67,The Kisan Sahkari Chini Mills Ltd. Gajraula-Hasanpur,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNZzPMNqBpDDIrVxiddqom9S0Fec7wUuNy1YFXyqSerE%3D
68,The Kisan Sahkari Chini Mills Ltd. Mahmudabad Sitapur,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SDuSrTDSVL6HtB%2BeTVuSQMtS0Fec7wUuNy1YFXyqSerE%3D
69,The Kisan Sahkari Chini Mills Ltd. Puranpur Pilibhit,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SY%2BAswRAf4x4VyxpySYmDstS0Fec7wUuNy1YFXyqSerE%3D
70,Transport Commissioner Office HQ,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNuPBswJUuK2rlIFIGuyQU9S0Fec7wUuNy1YFXyqSerE%3D
71,U.P. Beej Vikas Nigam,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAjQgOwh%2FHIrIBESt0UbU19S0Fec7wUuNy1YFXyqSerE%3D
72,UP Cooperative Bank Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SsTGCJpI1URS3CKiHbkfY%2FdS0Fec7wUuNy1YFXyqSerE%3D
73,U.P. Cooperative Federation Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SID%2Bh01WtoOLmxDw4vux3stS0Fec7wUuNy1YFXyqSerE%3D
74,UP Cooperative Sugar Factories Federation Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SR2ASkyJhj3juBKJGM0aUtA%3D%3D
75,U.P. Co Operative Union Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S1HGV04iEsFE97ZqVUX0VC9S0Fec7wUuNy1YFXyqSerE%3D
76,UP Development Systems Corporation Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwJvjxsPoW%2F5cGKJmvb1e1w%3D%3D
77,UP Electronics Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SX%2FB7iPqLtlwRMXTHkbwNyQ%3D%3D
78,U.P. Expressways Industrial Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRoBfZQkF2ZPzohYzI6i1qdS0Fec7wUuNy1YFXyqSerE%3D
79,UP Handicraft Development and Marketing Carporation,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SgYs7129DzvM9%2BQMjH7dY1tS0Fec7wUuNy1YFXyqSerE%3D
80,U.P. Housing and Development Board,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7r6eihtC3Z4C9vEoeqHfsQ%3D%3D
81,U P Irrigation Department (Civil),https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq9lyBDbNRh8YGDoT5i49Pg%3D%3D
82,U P Irrigation Department (Mechanical),https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAUg29c9IU03A%2F5oq6LBN2A%3D%3D
83,UP Jal Nigam Gramin (HQ) Lucknow,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sn3zvMmjEKbNyU%2BgZVZnafNS0Fec7wUuNy1YFXyqSerE%3D
84,"U P Jal Nigam (HQ), Lucknow",https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=StGtKDMutoxF%2BRQk5WhtYiA%3D%3D
85,U. P. Matsya Vikas Nigam Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SX0WlM7fbjQ9Kx30IVE6wj9S0Fec7wUuNy1YFXyqSerE%3D
86,UP New and Renewable Energy Development Agency,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sl20tHcROYLu%2BkL1B2ZoORA%3D%3D
87,UP Police Awas Nigam Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBcovjd6ibD6jB4s1XR5R7dS0Fec7wUuNy1YFXyqSerE%3D
88,UP Power Transmission Corp.Ltd (Operation),https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4aARRK3mq9yUTP0gEwS4CA%3D%3D
89,UP Power Transmission Corp.Ltd (Works and Projects)),https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SWI9vAuBPXiUe1dYbdf94ftS0Fec7wUuNy1YFXyqSerE%3D
90,U.P. Power Transmission Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SUNDRtaAagnKggZSxSIH4nQ%3D%3D
91,U.P. Projects Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiCLqqpe69bIF5g4RXDuKhw%3D%3D
92,UP Rajkiya Nirman Nigam Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sd6LB7EruLLs4Lcyx4OV3I9S0Fec7wUuNy1YFXyqSerE%3D
93,UP Rajya Nirman Evam Sharam Vikash Sahkari Sangh Ltd Lucknow,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SyKU8waRp5gtc%2FREb50bwtdS0Fec7wUuNy1YFXyqSerE%3D
94,UP Rajya Vidyut Utpadan Nigam Ltd,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7P6k2QWUihQNKXNS3x0y3g%3D%3D
95,UP Rural Road Development Agency,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0M0TFR1QClEu78yQMEkFoA%3D%3D
96,UP STATE BRIDGE CORPORATION LIMITED,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SvMYfZMoWPyCHYG0HjoSG49S0Fec7wUuNy1YFXyqSerE%3D
97,U.P. State Construction and Infrastructure Development Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SD4eVpfGY6bN65KR2z7IzV9S0Fec7wUuNy1YFXyqSerE%3D
98,UP STATE INDUSTRIAL DEVELOPMENT CORPORATION,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S6k75z33oc0pcHRfLnq58J9S0Fec7wUuNy1YFXyqSerE%3D
99,U.P. State Road Transport Corporation,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SY72APCBUf3OzE3RemNdu5w%3D%3D
100,U.P. State Sugar Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=StP9t%2FACQaMpqB1eNnnu4eNS0Fec7wUuNy1YFXyqSerE%3D
101,Urban Transnport Directorate UP,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sd9qPsmHKAm48i1Lm8SJDRtS0Fec7wUuNy1YFXyqSerE%3D
102,Uttar Pradesh Jal Vidyut Nigam Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkP9YKJiX0yaSrAFRfcQi6A%3D%3D
103,Uttar Pradesh Medical Supplies Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJWEr7phbA7UYx2Mp2yV7MtS0Fec7wUuNy1YFXyqSerE%3D
104,Uttar Pradesh Power Corporation Ltd.,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SxEoGjdEAecb34LxmLKVOpNS0Fec7wUuNy1YFXyqSerE%3D
105,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SVbAH94XtzFuIqATJIk2F%2BNS0Fec7wUuNy1YFXyqSerE%3D
106,Uttar Pradesh State Rural Livelihood Mission Lucknow,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SihWBWylWgpNUdznTfKpfINS0Fec7wUuNy1YFXyqSerE%3D
107,Varanasi Nagar Nigam  Varanasi,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiXGsYNy55edjN7di4G2Jh9S0Fec7wUuNy1YFXyqSerE%3D
108,Yamuna Expressway Industrial Development Authority,https://etender.up.nic.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkJrz7Zxd2odf1T7%2BlmIdCQ%3D%3D
