Sr.No.,ORGANIZATION NAME,LINK
26,Executive Officer Nagar Palika Parishad Laksar (Haridwar),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SA%2FfrWNMK1vBSnOxa1c9njNS0Fec7wUuNy1YFXyqSerE%3D
27,Executive Officer Nagar Palika Parishad Mahuakheraganj (U.S. Nagar),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S9arST7hfsR%2BkVqHnsdDzxdS0Fec7wUuNy1YFXyqSerE%3D
28,Executive Officer Nagar Palika Parishad Manglaur,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4v8cuRn%2FuY8xN8KPiUhAK9S0Fec7wUuNy1YFXyqSerE%3D
29,Executive Officer Nagar Palika Parishad Munikireti-Dhalwala,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SMu%2FbIfQNCrx0RmDP9rLvk9S0Fec7wUuNy1YFXyqSerE%3D
30,Executive Officer Nagar Palika Parishad Mussorie,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sqsk2fjbB6seaauItw8fr0NS0Fec7wUuNy1YFXyqSerE%3D
31,Executive Officer Nagar Palika Parishad Ramnagar (Nainital),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SvJMZY5Qj8ZhplvlPWFGlZNS0Fec7wUuNy1YFXyqSerE%3D
32,Executive Officer Nagar Panchayat Pokhari (Chamoli),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAGrh1G%2FNfL75cb12%2BlDYMdS0Fec7wUuNy1YFXyqSerE%3D
33,Inspector General of Prisons Uttarakhand,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SvMYfZMoWPyCHYG0HjoSG49S0Fec7wUuNy1YFXyqSerE%3D
34,IRD - Chief Engineer,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SoF6FjpQuIeRKmQtPduGlRQ%3D%3D
35,MD - BRIDCUL,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SIy%2FJwmLaWlkgIWXA6wuhFdS0Fec7wUuNy1YFXyqSerE%3D
36,MD (Drinking Water) Peyjal Nigam GoUK,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=So2%2B9tAgdUu57%2FfjN7BQj4A%3D%3D
37,MD (Power Transmisison Corporation of Uttarakhand Limited),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SmDf2bNUReHRkpgpMXWzVadS0Fec7wUuNy1YFXyqSerE%3D
38,MD (Power Transmission Corporation of Uttarakhand Limited) - ADB,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFf1FY5pVfGTPuQjevvuyI9S0Fec7wUuNy1YFXyqSerE%3D
39,MD -  SIIDCUL,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0g8N%2FzBGK2IUXzIfka6LnQ%3D%3D
40,MD - Transport,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SQwS1ZHMBHOToDzkLBeDF%2FQ%3D%3D
41,MD - UCDF Ltd. Haldwani,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SOOAIHfjN5oDdLxWh0fzY7g%3D%3D
42,MD- UJVN,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=ScUt5ocHB38Nhwfnjddz8AQ%3D%3D
43,MD UJVN DRIP - World Bank,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFMBRmJ26zhkWSfXy3sz%2BitS0Fec7wUuNy1YFXyqSerE%3D
44,MD - UPCL,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4%2FfOHX6O1ZVjdXmupL7Q2NS0Fec7wUuNy1YFXyqSerE%3D
45,MD Uttarakhand Agriculture Produce Marketing Board Rudrapur,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SxzpoUjP5AzvQwCGvV%2F4DNNS0Fec7wUuNy1YFXyqSerE%3D
46,MD (Uttarakhand Metro Rail Corporation Limited Dehradun),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPdsN5TWAapRHtjN5lHWmLNS0Fec7wUuNy1YFXyqSerE%3D
47,MD (Uttarakhand Sahakari Chini Mills Sangh Ltd.),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SG%2FTtiRYgOl%2BBBEOCkERwANS0Fec7wUuNy1YFXyqSerE%3D
48,MD - Uttarakhand Seeds and Tarai Development Corporation Ltd. Haldi Pantnagar (U.S. Nagar),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0lPraoUrheavhf%2Frru0pWtS0Fec7wUuNy1YFXyqSerE%3D
49,MD (Uttarakhand State Warehousing Corporation Rudrapur),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S5W1jtAnLrjBxA4n%2FS9T5GtS0Fec7wUuNy1YFXyqSerE%3D
50,Municipal Commissioner Nagar Nigam Dehradun,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SuDy0AvOvz0K8nJXpCQmSudS0Fec7wUuNy1YFXyqSerE%3D
51,Municipal Commissioner Nagar Nigam Haldwani-Kathgodam,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq279NhrzHsiP0MSCs634ctS0Fec7wUuNy1YFXyqSerE%3D
52,Municipal Commissioner Nagar Nigam Haridwar,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAjQgOwh%2FHIrIBESt0UbU19S0Fec7wUuNy1YFXyqSerE%3D
53,Municipal Commissioner Nagar Nigam Roorkee,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SWCYgOQ6%2BoWJgcrqIT%2B3UJ9S0Fec7wUuNy1YFXyqSerE%3D
54,Municipal Commissioner Nagar Nigam Rudrapur,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SSa%2F6yMO%2B1LV%2Beulo7nz2jtS0Fec7wUuNy1YFXyqSerE%3D
55,Municipal Commissioner Srinagar (Pauri Garhwal),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SaNQkFYrq2Ejxc9TMUtutTtS0Fec7wUuNy1YFXyqSerE%3D
56,PD (PMU Uttarakhand Green Resilient and Inclusive Development Project) - World Bank,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq4LJJ7WMxsSJ8zmoh7b%2BONS0Fec7wUuNy1YFXyqSerE%3D
57,PD (Uttarakhand Urban Sector Development Agency IPMU) - ADB,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SH66uESK9sTKcMWmINodXENS0Fec7wUuNy1YFXyqSerE%3D
58,PD (Uttarakhand Workforce Development Project) - World Bank,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3YXn4IwJaML%2BZRq9omAw6tS0Fec7wUuNy1YFXyqSerE%3D
59,Principal - Government Doon Medical College Dehradun,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SOhaOMnSJAYa4ArYbATGy%2FdS0Fec7wUuNy1YFXyqSerE%3D
60,Principal - Government Medical College Haldwani,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SR4p3TYrFMbIBoHsxJBkRZQ%3D%3D
61,Principal - Institute of Hotel Management Catering Technology and Applied Nutrition Dehradun,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SC7VEasBb%2F7MRrJ6xK9sFyNS0Fec7wUuNy1YFXyqSerE%3D
62,Program Manager (Public Building) Uttarakhand Disaster Recovery Project,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7r6eihtC3Z4C9vEoeqHfsQ%3D%3D
63,PWD,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SpUU0rj42FI3UoCfR2Ztdaw%3D%3D
64,Regional Food Controller Garhwal,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPj1fp4UyfZSNWcUiqPusHw%3D%3D
65,Regional Food Controller Kumaun Region Haldwani,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S6k75z33oc0pcHRfLnq58J9S0Fec7wUuNy1YFXyqSerE%3D
66,RES - Chief Engineer,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SlSWDFjp48I0HvjstGkSyOA%3D%3D
67,SE-UPCL Corporate (Contract and Procurement),https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SdLt4JFvssNy2rEMNH997Rw%3D%3D
68,Transport Commissioner Uttarakhand,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRBoBEU0VOLE4f8WrYBsRitS0Fec7wUuNy1YFXyqSerE%3D
69,VC-G.B. Pant University of Agriculture and Technology,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S5HMZsbeaXJqzFp1XU4NftQ%3D%3D
70,Vice Chairman Mussoorie Dehradun Development Authority Dehradun,https://uktenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq8vKKJY7XMgxwHpH%2BQDzFtS0Fec7wUuNy1YFXyqSerE%3D
