Sr.No.,ORGANIZATION NAME,LINK
15,Directorate of Public Instruction,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkfPM9KTvNAnQ8lWpWZdCRtS0Fec7wUuNy1YFXyqSerE%3D
16,Directorate of Public Relation,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJPPt56C0f%2FcYy5o1yJAWvQ%3D%3D
17,Directorate of Social Justice and Welfare,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0sPWUswbuirR1zvR7fAlXtS0Fec7wUuNy1YFXyqSerE%3D
18,Directorate of Technical Education,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0q7BSURV1TyGhrvvCFNKv9S0Fec7wUuNy1YFXyqSerE%3D
19,Directorate of Town And Country Planning,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SnGKBGZPC0YWw0b2oBPGIdg%3D%3D
20,Directorate Of Women and Child Development,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Su9G242qi19lhe8jrpteMag%3D%3D
21,Directorate Sports and Youth Welfare,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SuQDt5FaBlMcwo9nIX%2BLXWA%3D%3D
22,Directorate Urban Administration and Development,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2Bt7ylexecXeEINPR4PWtnw%3D%3D
23,Director General of Prisons and Correctional Services,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SabS26NOZKSuM4YZUo4iE7A%3D%3D
24,District Collectorate,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPT7JL0%2BUP9XhsFLZ371BfNS0Fec7wUuNy1YFXyqSerE%3D
25,District Education Offices,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SlH5IfgFM7K5uTG9HWHRwb9S0Fec7wUuNy1YFXyqSerE%3D
26,ELECTRICAL INSPECTORATE,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkLREfAFDUkHt1MJn9udxsQ%3D%3D
27,Engineer-in-Chief - Water Resources Department,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SsUAEZn2%2B4xbOLHKRycwwxw%3D%3D
28,High Court of Madhya Pradesh,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S6y2nxiLbuF3LZIzUYVZ6sQ%3D%3D
29,H.S.Z.H. Govt.(Auto) Unani Medical College-Bhopal,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SLkOQFzCzIZ1YSiWOqBYF0NS0Fec7wUuNy1YFXyqSerE%3D
30,Jawaharlal Nehru Krishi Vishwa Vidyalaya,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SWDmvbQUSz6sCebXEku72MA%3D%3D
31,Jiwaji University - Gwalior,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sc%2FSF9cWRvZ0lYvYSV6hYVtS0Fec7wUuNy1YFXyqSerE%3D
32,Madhya Pradesh Financial Corporation - Indore,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRoBfZQkF2ZPzohYzI6i1qdS0Fec7wUuNy1YFXyqSerE%3D
33,Madhya Pradesh Madhya Kshetra Vidyut Vitaran Company Limited,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SM%2Fbr9ae%2FkkS4nUTpzjfVAQ%3D%3D
34,Madhya Pradesh Madhyam,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SYe4m3NrWqJk%2BzEHVbe%2FBYw%3D%3D
35,Madhya Pradesh Paschim Kshetra Vidyut Vitran Company Ltd,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiegzoEnTJI5MwYoojnbI5w%3D%3D
36,Madhya Pradesh Poorv Kshetra Vidyut Vitaran Company Limited,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SoF6FjpQuIeRKmQtPduGlRQ%3D%3D
37,Madhya Pradesh Power Generating Company Limited,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SHXzAeTkot7P4JDf%2FRD8GIA%3D%3D
38,Madhya Pradesh Public Health Services Corporation Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SS3m6CVyUri4FwP0A00FTOg%3D%3D
39,Madhya Pradesh Rajya Van Vikas Nigam Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAS0Nf4KlVyGP3b%2FLaFOEqNS0Fec7wUuNy1YFXyqSerE%3D
40,Madhya Pradesh Road Development Corporation Limited,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SGTcD%2BRUO7BhBfui0B%2FOiww%3D%3D
41,Madhya Pradesh Rural Road Development Authority,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBHgI013YJrPRYhqXDt5TRg%3D%3D
42,Madhya Pradesh Rural Roads Development Authority - World Bank Tenders,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S15523QCITKER7cc5ADqfZtS0Fec7wUuNy1YFXyqSerE%3D
43,Madhya Pradesh State Asset Management Company Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sk7n%2F%2FyXwLXhdDYa6cUweJdS0Fec7wUuNy1YFXyqSerE%3D
44,Madhya Pradesh State Electronics Development Corporation Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SKGh6Dj7aUAWcvfYTA4sH4Q%3D%3D
45,Madhya Pradesh State Mining Corporation Ltd,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SVgTzR1yl%2BXqa4xOIVccX5g%3D%3D
46,Madhya Pradesh Urban Development Company Limited - MDB Tenders,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S5W1jtAnLrjBxA4n%2FS9T5GtS0Fec7wUuNy1YFXyqSerE%3D
47,Madhya Pradesh Urja Vikas Nigam Limitted,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNZzPMNqBpDDIrVxiddqom9S0Fec7wUuNy1YFXyqSerE%3D
48,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sd6LB7EruLLs4Lcyx4OV3I9S0Fec7wUuNy1YFXyqSerE%3D
49,M.P. Building Development Corporation Ltd. Bhopal,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0lPraoUrheavhf%2Frru0pWtS0Fec7wUuNy1YFXyqSerE%3D
50,MP Forest Department,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SjDK8acTowXeRTtkAtcHmbg%3D%3D
51,MP Housing and Infrastructure Development Board,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwJvhHQ5qtWFNbxLBbm6wfg%3D%3D
52,MP Industrial Development Corporation Limited,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4aARRK3mq9yUTP0gEwS4CA%3D%3D
53,MP Laghu Udyog Nigam Ltd,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0g8N%2FzBGK2IUXzIfka6LnQ%3D%3D
54,MP Police,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SEyGeoVqxgzPkxMc5wMaPeA%3D%3D
55,MP Police Housing and  Infrastructure Development Corporation Ltd,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkJrz7Zxd2odf1T7%2BlmIdCQ%3D%3D
56,MP Power Transmission Co. Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SR2ASkyJhj3juBKJGM0aUtA%3D%3D
57,M P Rajya Sahakari Bank Maryadit - Bhopal,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SAjQgOwh%2FHIrIBESt0UbU19S0Fec7wUuNy1YFXyqSerE%3D
58,MP State Agricultural Marketing Board,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=So2uZq%2BpbInz%2BDp%2Bb6wM8qg%3D%3D
59,MP State Cooperative Dairy Federation,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq9lyBDbNRh8YGDoT5i49Pg%3D%3D
60,MP State Coperative Marketing Federation Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=ScUt5ocHB38Nhwfnjddz8AQ%3D%3D
61,MP State Livestock and Poultry Development Corporation,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SQL6POtuBmMKtQnaL5D7dj9S0Fec7wUuNy1YFXyqSerE%3D
62,M.P. State Open School Education Board,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SQP8jvmWcqb8l7JU2oJaAw9S0Fec7wUuNy1YFXyqSerE%3D
63,M.P.State Rural Livelihoods Mission,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2FdXJbzVML%2BnmXGHsAPTA69S0Fec7wUuNy1YFXyqSerE%3D
64,MP State Tourism Development Corporation Ltd.,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkzhmvtV0s6%2BK1fjGtzn0vQ%3D%3D
65,M.P. Textbook Corporation - Bhopal,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SXOC9MTnuHi%2BoO6LiAOjEtdS0Fec7wUuNy1YFXyqSerE%3D
66,M.P. Tourism Board,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3%2B7jRA5ZsktDdnsLwR9zSg%3D%3D
67,MP Warehousing and Logistics Corporation,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJa4Ru2G8JZoRRYfmzk90CA%3D%3D
68,MP Water and Land Management Institute,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sz%2BXWHNXnO%2BHayV9nikg1oQ%3D%3D
69,Narmada Valley Development Authority,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S8JH53KqhP8qc%2BLoXjGrHaQ%3D%3D
70,Professional Examination Board,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiXGsYNy55edjN7di4G2Jh9S0Fec7wUuNy1YFXyqSerE%3D
71,Public Health Engineering- O/o Engineer In Chief,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SSrJAswtAP6cZSazMEKxlyg%3D%3D
72,PWD-PIU,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SZl5tMtOqbiAyrV7iCYHT0g%3D%3D
73,PWD- Roads and Bridges,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFr5xBaZyDrpp1geSRbv8Dg%3D%3D
74,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya - Gwalior,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S5v%2BQk4U71hywqUxlAzvuMNS0Fec7wUuNy1YFXyqSerE%3D
75,Rajya Shiksha Kendra M.P,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SrdfTiBmsq3K2VivsykDKEtS0Fec7wUuNy1YFXyqSerE%3D
76,RCVP Noronha Academy of Administration and Management,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SKvNtmv%2BZzJNPuXZ%2FkCwyjA%3D%3D
77,Rural Engineering Service,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJBx4csdNOqdrTlYCXOYWmg%3D%3D
78,THE CHIEF ELECTORAL OFFICER,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7P6k2QWUihQNKXNS3x0y3g%3D%3D
79,Tribal Affairs Department-MP,https://mptenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SdSULsYN6UIcJpRc2ANugEA%3D%3D
