Sr.No.,ORGANIZATION NAME,LINK
52,INFORMATION AND CULTURAL AFFAIRS DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SzrWGe2omRwS4kkUKQoNi3tS0Fec7wUuNy1YFXyqSerE%3D
53,IRRIGATION AND WATERWAYS DEPT.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SfUQ%2BU3TXJ9hX%2FS4Z%2BBK%2F%2FdS0Fec7wUuNy1YFXyqSerE%3D
54,JADAVPUR UNIVERSITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=ScilhvGlDOmI9Zj8g15KpNdS0Fec7wUuNy1YFXyqSerE%3D
55,KABI SUKANTA MAHAVIDYALAYA,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sgu0eIReUr3gUABkvkJ6pgNS0Fec7wUuNy1YFXyqSerE%3D
56,KOLKATA METROPOLITAN DEVELOPMENT AUTHORITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sv%2FdI0%2FqYH%2FJ3hstBFYa10tS0Fec7wUuNy1YFXyqSerE%3D
57,KOLKATA MUNICIPAL CORPORATION,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SM%2Fbr9ae%2FkkS4nUTpzjfVAQ%3D%3D
58,KOLKATA POLICE,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sz%2BXWHNXnO%2BHayV9nikg1oQ%3D%3D
59,LABOUR DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sic2bXDw6AyN5LYcRf4IjytS0Fec7wUuNy1YFXyqSerE%3D
60,MAULANA ABUL KALAM AZAD UNIVERSITY OF TECHNOLOGY WEST BENGAL,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2FEkf5eGO19TCYzAe21XahNS0Fec7wUuNy1YFXyqSerE%3D
61,MEDICAL COLLEGE KOLKATA,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SdSULsYN6UIcJpRc2ANugEA%3D%3D
62,MUNICIPAL AFFAIRS DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S8JH53KqhP8qc%2BLoXjGrHaQ%3D%3D
63,MURSHIDABAD MEDICAL COLLEGE AND HOSPITAL,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SabS26NOZKSuM4YZUo4iE7A%3D%3D
64,NATIONAL  HEALTH MISSION (NHM),https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SjDK8acTowXeRTtkAtcHmbg%3D%3D
65,NEW TOWN KOLKATA DEVELOPMENT AUTHORITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SrpA2GXqCvlOH1dstDS3Idw%3D%3D
66,NORTH BENGAL DEVELOPMENT DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4s7HwpeLeRl65QW%2BfBSi8g%3D%3D
67,NORTH BENGAL STATE TRANSPORT CORPORATION,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S2Vt2xpCcTsrcfkr9yktxtw%3D%3D
68,PANCHAYAT AND RURAL DEVELOPMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3%2B7jRA5ZsktDdnsLwR9zSg%3D%3D
69,PASCHIMBANGA AGRI MARKETING CORPORATION LTD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SE%2FWzGKC30cLyhqOgHRcpW9S0Fec7wUuNy1YFXyqSerE%3D
70,PHE,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sl20tHcROYLu%2BkL1B2ZoORA%3D%3D
71,PUBLIC ENTERPRISE AND INDUSTRIAL RECONSTRUCTION DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=ScF%2BlQUWXPYeuwP2bm1NIjtS0Fec7wUuNy1YFXyqSerE%3D
72,PUBLIC WORKS DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkUZyyCA2lSf5nTjFJAofK9S0Fec7wUuNy1YFXyqSerE%3D
73,PWD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBHgI013YJrPRYhqXDt5TRg%3D%3D
74,PWD(ELECTRICAL),https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SGTcD%2BRUO7BhBfui0B%2FOiww%3D%3D
75,PW(ROADS)(SH),https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SHXzAeTkot7P4JDf%2FRD8GIA%3D%3D
76,RABINDRA BHARATI UNIVERSITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sp2LOVRS0iAS4DA3hSjn5V9S0Fec7wUuNy1YFXyqSerE%3D
77,R.G. KAR MEDICAL COLLEGE AND HOSPITAL,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4aARRK3mq9yUTP0gEwS4CA%3D%3D
78,SARASWATY PRESS LIMITED,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SN9xlYyKhX%2FendULCvwbg0dS0Fec7wUuNy1YFXyqSerE%3D
79,SIDHO KANHO BIRSHA UNIVERSITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SRoBfZQkF2ZPzohYzI6i1qdS0Fec7wUuNy1YFXyqSerE%3D
80,SILIGURI JALPAIGURI DEVELOPMENT AUTHORITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNZzPMNqBpDDIrVxiddqom9S0Fec7wUuNy1YFXyqSerE%3D
81,SOUTH BENGAL STATE TRANSPORT CORPORATION,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SkP9YKJiX0yaSrAFRfcQi6A%3D%3D
82,SRINIKETAN SANTINIKETAN DEVELOPMENT AUTHORITY,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SO7iXJ7A2vi8u3Dyr5rXMxdS0Fec7wUuNy1YFXyqSerE%3D
83,STATE WATER INVESTIGATION DTE.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SsUAEZn2%2B4xbOLHKRycwwxw%3D%3D
84,SUNDARBAN AFFAIRS DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7r6eihtC3Z4C9vEoeqHfsQ%3D%3D
85,TAMRALIPTA CO-OPERATIVE SPINNING MILLS LTD.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SHZMiutCUmeE1EJ7Qxs%2Fx0dS0Fec7wUuNy1YFXyqSerE%3D
86,TECHNICAL EDUCATION AND TRAINING DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=So2uZq%2BpbInz%2BDp%2Bb6wM8qg%3D%3D
87,THE BHAGIRATHI COOPERATIVE MILK PRODUCERS UNION LTD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S40yH%2FFaTdClnV81f7XEFetS0Fec7wUuNy1YFXyqSerE%3D
88,THE DURGAPUR PROJECTS LIMITED,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sc%2FSF9cWRvZ0lYvYSV6hYVtS0Fec7wUuNy1YFXyqSerE%3D
89,THE SHALIMAR WORKS (1980) LIMITED,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SjhCQpU4F9d4ZCvD3YhTW49S0Fec7wUuNy1YFXyqSerE%3D
90,THE STATE FISHERIES DEVELOPMENT CORPORATION LTD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJsCckZR%2BbE14N9fpk6Vibg%3D%3D
91,THE WEST BENGAL POWER DEVELOPMENT CORPORATION LTD.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBtccLrpQa%2FTS5ZWVXHvHFNS0Fec7wUuNy1YFXyqSerE%3D
92,TOURISM DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Slq8FbD9DC2V8q4UMiRrQJdS0Fec7wUuNy1YFXyqSerE%3D
93,UNIVERSITY OF CALCUTTA,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3dTvc75vXwv%2FYx8D%2FowJCNS0Fec7wUuNy1YFXyqSerE%3D
94,UNIVERSITY OF KALYANI,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiXGsYNy55edjN7di4G2Jh9S0Fec7wUuNy1YFXyqSerE%3D
95,URBAN DEVELOPMENT AND MUNICIPAL AFFAIRS DEPARTMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SMMJtdi5tZwc4DJxLhgsSIdS0Fec7wUuNy1YFXyqSerE%3D
96,"URBAN DEVELOPMENT DEPARTMENT, SALT LAKE PROJECT",https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SH0%2Bx%2FqbXdh7Oq5oRlD3VHw%3D%3D
97,WATER RESOURCES DEV. DTE.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2Bt7ylexecXeEINPR4PWtnw%3D%3D
98,WB AGRO INDUSTRIES CORP.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SKGh6Dj7aUAWcvfYTA4sH4Q%3D%3D
99,WB HIDCO LTD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiegzoEnTJI5MwYoojnbI5w%3D%3D
100,WB HOUSING BOARD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SZl5tMtOqbiAyrV7iCYHT0g%3D%3D
101,WBSIDCL,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SSrJAswtAP6cZSazMEKxlyg%3D%3D
102,WEBEL,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S9nWAOBAD2MB2mhgCDg9jAQ%3D%3D
103,WEBEL TECHNOLOGY LIMITED,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SUAznQ9mBhx5GCYHtFRRm8g%3D%3D
104,WEST BENGAL FOREST DEVELOPMENT CORPORATION LTD.,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SE%2Bt2OCJwLlS1MoQJ%2FmqZj9S0Fec7wUuNy1YFXyqSerE%3D
105,WEST BENGAL INDUSTRIAL DEVELOPMENT CORPORATION,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SWDmvbQUSz6sCebXEku72MA%3D%3D
106,WEST BENGAL INDUSTRIAL INFRASTRUCTURE DEVELOPMENT,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SLZosoASXwPlnwcG3wtgLTw%3D%3D
107,WEST BENGAL MEDICAL SERVICES CORPORATION LIMITED,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SR2ASkyJhj3juBKJGM0aUtA%3D%3D
108,WEST BENGAL MINERAL DEVELOPMENT AND TRADING CORP. LTD,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SSa%2F6yMO%2B1LV%2Beulo7nz2jtS0Fec7wUuNy1YFXyqSerE%3D
109,WEST BENGAL MINORITIES DEVELOPMENT AND FINANCE CORPORATION,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFP6ZQzyKoS%2F99M3gj7bSqdS0Fec7wUuNy1YFXyqSerE%3D
110,WEST BENGAL POLICE,https://wbtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SOhaOMnSJAYa4ArYbATGy%2FdS0Fec7wUuNy1YFXyqSerE%3D
