Sr.No.,ORGANIZATION NAME,LINK
28,Inland Water Transport,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SlcFAaPXVxEAHbviR5LWD3Q%3D%3D
29,Irrigation Department,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SGTcD%2BRUO7BhBfui0B%2FOiww%3D%3D
30,National Health Mission,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sah2zYAQ5M9H4B0r42Ywf6w%3D%3D
31,Pr. Chief Conservator of Forest and Head of Forest Force,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SydG%2BukiMshlxHkVufM1JoQ%3D%3D
32,Principal Secretary-Department of Information Technology,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=So2%2B9tAgdUu57%2FfjN7BQj4A%3D%3D
33,Principal Secretary- P and RD- Assam Secretariat,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4fOW%2By4lfko37f6uDHrBBw%3D%3D
34,Public Health Engineering Department,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBHgI013YJrPRYhqXDt5TRg%3D%3D
35,Public Works Building and NH Department,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SrpA2GXqCvlOH1dstDS3Idw%3D%3D
36,Public Works Roads Department,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SlSWDFjp48I0HvjstGkSyOA%3D%3D
37,Public Works Roads Department-Externally Aided Project,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SN38h%2FOV3i5razLVK8iV%2FbtS0Fec7wUuNy1YFXyqSerE%3D
38,Urban Affairs Department  Externally Aided Project,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SzfgzsWhxP%2Ba8K6Q3%2BWNwMtS0Fec7wUuNy1YFXyqSerE%3D
39,Urban Development Department,https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sq9lyBDbNRh8YGDoT5i49Pg%3D%3D
40, Welfare of Plain Tribes and Backward Classes, https://assamtenders.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2Bt7ylexecXeEINPR4PWtnw%3D%3D
