Sr.No.,ORGANIZATION NAME,LINK
39,Panchayati Raj Department,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SxzpoUjP5AzvQwCGvV%2F4DNNS0Fec7wUuNy1YFXyqSerE%3D
40,Pandit Deendayal Upadhyaya Shekhawati University Sikar,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7cn2So%2FKRHPoKpgfzsFxOtS0Fec7wUuNy1YFXyqSerE%3D
41,"PHED - C.E. (Project),Jodhpur",https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SVgTzR1yl%2BXqa4xOIVccX5g%3D%3D
42,"PHED-Chief Engineer(HQ),Jaipur",https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S4fOW%2By4lfko37f6uDHrBBw%3D%3D
43,"PHED-Chief Engineer(SP and EAP), Jaipur",https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SHXzAeTkot7P4JDf%2FRD8GIA%3D%3D
44,Printing and Stationary,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SOOAIHfjN5oDdLxWh0fzY7g%3D%3D
45,PWD - CE AND AS,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=So2%2B9tAgdUu57%2FfjN7BQj4A%3D%3D
46,Rajasthan Council of School Education,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBXcnZcC5V3OJL2MvHg7WPtS0Fec7wUuNy1YFXyqSerE%3D
47,RAJASTHAN GRAMEEN AAJEEVIKA VIKAS PARISHAD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SyDnPM8DTjdZFAZrpMmk9bNS0Fec7wUuNy1YFXyqSerE%3D
48,Rajasthan High Court - Jodhpur,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SgHZhXDEy2MQUIUFNl4oIaNS0Fec7wUuNy1YFXyqSerE%3D
49,Rajasthan Housing Board - CE,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SQwS1ZHMBHOToDzkLBeDF%2FQ%3D%3D
50,Rajasthan Knowledge Corporation Limited,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SXele5i2JYmv%2FOsrcjN2kH9S0Fec7wUuNy1YFXyqSerE%3D
51,RAJASTHAN MEDICAL EDUCATION SOCIETY,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SG4aQ1U%2FG8zjobcaYGoJtxdS0Fec7wUuNy1YFXyqSerE%3D
52,RAJASTHAN POLICE - DGP,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SpUU0rj42FI3UoCfR2Ztdaw%3D%3D
53,Rajasthan Sahitya Academy,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S40yH%2FFaTdClnV81f7XEFetS0Fec7wUuNy1YFXyqSerE%3D
54,Rajasthan Skill and Livelihoods Development Corp.,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SbFtG1dOxj5VJbx0uDFM1JtS0Fec7wUuNy1YFXyqSerE%3D
55,Rajasthan State Co-Operative Marketing Federation Ltd.,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sv%2FdI0%2FqYH%2FJ3hstBFYa10tS0Fec7wUuNy1YFXyqSerE%3D
56,Rajasthan State Gangnagar Sugar Mills,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S%2Bt7ylexecXeEINPR4PWtnw%3D%3D
57,RAJASTHAN STATE LEGAL SERVICES AUTHORITY,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFf1FY5pVfGTPuQjevvuyI9S0Fec7wUuNy1YFXyqSerE%3D
58,Rajasthan State Open School -Jaipur,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPT7JL0%2BUP9XhsFLZ371BfNS0Fec7wUuNy1YFXyqSerE%3D
59,Rajasthan State Seeds Corp. Ltd,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFr5xBaZyDrpp1geSRbv8Dg%3D%3D
60,Rajasthan State Sports Council,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJkyqYn3WXL5agLZApowbdNS0Fec7wUuNy1YFXyqSerE%3D
61,Rajasthan Tourism Development Corp. Ltd.,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SID%2Bh01WtoOLmxDw4vux3stS0Fec7wUuNy1YFXyqSerE%3D
62,Rajasthan Urban Drinking Water Sewerage and Infrastructure Corp. Ltd. (RUDSICO),https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SJQ2KYGoH5PYys2amFj77pdS0Fec7wUuNy1YFXyqSerE%3D
63,RajSICO,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Su9G242qi19lhe8jrpteMag%3D%3D
64,RAJUVAS - Bikaner,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SUAznQ9mBhx5GCYHtFRRm8g%3D%3D
65,RCDF- MD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwJvhHQ5qtWFNbxLBbm6wfg%3D%3D
66,RIDCOR Ltd.,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S6qhlDdccTja%2Bl1niyOS0atS0Fec7wUuNy1YFXyqSerE%3D
67,RIICO-Sr. DGM(Tech),https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SBHgI013YJrPRYhqXDt5TRg%3D%3D
68,RMSCL- MD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SZl5tMtOqbiAyrV7iCYHT0g%3D%3D
69,RRECL - Director(T),https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S3%2B7jRA5ZsktDdnsLwR9zSg%3D%3D
70,RRVPN - CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SKGh6Dj7aUAWcvfYTA4sH4Q%3D%3D
71,RRVUN - CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=STlvStUgmaCvUv2AUt6ri4w%3D%3D
72,RSAMB,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S7P6k2QWUihQNKXNS3x0y3g%3D%3D
73,RSFCSC - CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SuXkV4gSkm%2BuS37xDRCWcjQ%3D%3D
74,RSMML,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPlatpmyLLXrabRDSB3Mvxg%3D%3D
75,RSRDCC-GM,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwJvjxsPoW%2F5cGKJmvb1e1w%3D%3D
76,RSRTC - CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SS3m6CVyUri4FwP0A00FTOg%3D%3D
77,RSWC - CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S0g8N%2FzBGK2IUXzIfka6LnQ%3D%3D
78,Rural Non Farm Development Agency (RUDA)-CMD,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SsXU%2FZwIp%2Fd55FptvScFxRdS0Fec7wUuNy1YFXyqSerE%3D
79,SAP,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SFyRKyiESGiztiEb6oYAmGA%3D%3D
80,S.K.R.A.U.,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sz%2BXWHNXnO%2BHayV9nikg1oQ%3D%3D
81,S.M.S. Medical College-Jaipur,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sqt0%2FzhWfKSDHQtnl6gJ4Hw%3D%3D
82,Social Justice and Empowerment Deptt.(RREIS),https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SnPFmQ65MU3r48VZRW8be59S0Fec7wUuNy1YFXyqSerE%3D
83,"S.P. Medical college, Bikaner",https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S1T28VXRsrzltvEIgKEV4mg%3D%3D
84,State Forensic Science Laboratory,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwjiyUIkiTniTfPDydgYaRtS0Fec7wUuNy1YFXyqSerE%3D
85,STATE INSTITUTE OF AGRICULTURE MANAGEMENT,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sf%2BZfBid919A%2BUtmX%2FvIVXtS0Fec7wUuNy1YFXyqSerE%3D
86,SWACH PROJECT,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=St9RKnYWlIM5LhNoBVAon2dS0Fec7wUuNy1YFXyqSerE%3D
87,UIT -Alwar-Secretary,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SPj1fp4UyfZSNWcUiqPusHw%3D%3D
88,UIT- Bharatpur,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SiCLqqpe69bIF5g4RXDuKhw%3D%3D
89,UIT- CHITTORGARH,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SwltxQKg7nlun3e%2Bcx3fBKtS0Fec7wUuNy1YFXyqSerE%3D
90,UIT Kota,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sl20tHcROYLu%2BkL1B2ZoORA%3D%3D
91,UIT - SAWAI MADHOPUR,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SXCKz8u3pn97sUopD0NnghNS0Fec7wUuNy1YFXyqSerE%3D
92,UIT- SRIGANGANAGAR,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SNJ%2BgDUHWvqX%2Brw8Zo30aQw%3D%3D
93,UIT Udaipur,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SDRJrn9Uk4%2BNbVN5Z%2B22JUA%3D%3D
94,"University of Rajasthan, Jaipur",https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sy4pFXjq8NMXlZQVwea8r6g%3D%3D
95,Vardhaman Mahaveer Open University-Kota,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=S6k75z33oc0pcHRfLnq58J9S0Fec7wUuNy1YFXyqSerE%3D
96,Women Empowerment,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=SlcFAaPXVxEAHbviR5LWD3Q%3D%3D
97,WRD - CE AND AS,https://eproc.rajasthan.gov.in/nicgep/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct&session=T&sp=Sah2zYAQ5M9H4B0r42Ywf6w%3D%3D
